CLV_C14_Caspase3-7	0.003109748076748496
DEG_APCC_KENBOX_2	0.0003143405364045248
DEG_Kelch_Keap1_1	5.774231857332626e-05
DEG_SCF_TRCP1_1	0.00017538843288582523
DOC_ANK_TNKS_1	0.0003671423357416306
DOC_CYCLIN_RxL_1	0.001422251975126956
DOC_MAPK_gen_1	0.0024094294750142504
DOC_MAPK_JIP1_4	0.00010251577415157389
DOC_MAPK_MEF2A_6	0.0015528669524345336
DOC_MAPK_NFAT4_5	0.00016427226460432925
DOC_PP1_RVXF_1	0.0006509134093720415
DOC_PP2A_B56_1	0.0013330138464227243
DOC_PP4_FxxP_1	0.001846827846989649
DOC_WW_Pin1_4	0.015910942200247892
LIG_14-3-3_CanoR_1	0.006908389804497478
LIG_CaM_IQ_9	0.00011023533545816831
LIG_CtBP_PxDLS_1	0.00034151339220373715
LIG_EF_ALG2_ABM_1	9.57225602017708e-06
LIG_EH_1	9.603134265403458e-05
LIG_HCF-1_HBM_1	5.280179933710583e-05
LIG_HOMEOBOX	8.028343758858196e-06
LIG_KEPE_2	4.508223803051141e-05
LIG_KLC1_WD_1	0.0002155301516801162
LIG_LIR_Gen_1	0.0023785512297878728
LIG_PAM2_1	1.2351298090551072e-05
LIG_PCNA_PIPBox_1	9.572256020177081e-05
LIG_PDZ_Class_1	0.00034429243427411114
LIG_PDZ_Wminus1_1	1.358642789960618e-05
LIG_PTAP_UEV_1	0.00020719302546899423
LIG_PTB_Apo_2	0.0003711565076210597
LIG_PTB_Phospho_1	0.00015346487877509706
LIG_Rb_LxCxE_1	6.422675007086557e-05
LIG_SH2_CRK	0.0016238869164552023
LIG_SH2_GRB2like	0.00040728405453592157
LIG_SH2_NCK_1	0.0007929533374133788
LIG_SH2_SRC	0.0007988202040063906
LIG_SH2_STAP1	0.0009386986548818814
LIG_SH2_STAT5	0.0031190115503164093
LIG_SH3_2	0.001324059155307075
LIG_SUMO_SIM_anti_2	0.0008238315826397564
LIG_SUMO_SIM_par_1	0.001643648993400084
LIG_WRPW_1	1.543912261318884e-06
MOD_CDK_SPK_2	0.0017427681605767561
MOD_CDK_SPxK_1	0.0019403889300255734
MOD_CDK_SPxxK_3	0.0018292272472106136
MOD_CK1_1	0.017231604748580064
MOD_CK2_1	0.011628747152253835
MOD_DYRK1A_RPxSP_1	0.0005274004284665307
MOD_GSK3_1	0.022796482103277848
MOD_N-GLC_1	0.005014009459859208
MOD_NMyristoyl	0.00013370280183021534
MOD_PIKK_1	0.007880436964223848
MOD_PKA_1	0.0027219173167051924
MOD_PKA_2	0.0076284704831766055
MOD_PKB_1	0.0009708120299173142
MOD_Plk_1	0.006034226682138726
MOD_ProDKin_1	0.01541472879946
MOD_SUMO_for_1	0.0019450206668095301
MOD_SUMO_rev_2	0.004255022192194844
TRG_ER_diArg_1	0.005120230623437947
TRG_ER_FFAT_1	1.1424950733759741e-05
TRG_LysEnd_APsAcLL_1	0.002556409922291808
TRG_NES_CRM1_1	0.00034552756408316623
TRG_NLS_MonoExtN_4	0.0019206268530806917
A_homorep	0.00020009102906692736
C_homorep	2.1614771658464375e-06
D_homorep	3.0260680321850126e-05
E_homorep	0.00026647925630363936
G_homorep	0.00016828643648375834
H_homorep	3.0260680321850126e-05
I_homorep	6.175649045275536e-07
K_homorep	6.669700968897579e-05
L_homorep	5.959501328690892e-05
M_homorep	3.087824522637768e-07
N_homorep	1.8526947135826607e-06
P_homorep	0.0002899467226756864
Q_homorep	8.923812870423149e-05
R_homorep	3.3348504844487896e-05
S_homorep	0.0001929890326648605
T_homorep	5.5272058955216043e-05
V_homorep	2.1614771658464375e-06
Y_homorep	3.087824522637768e-07
FG_rich	0.00022819023222293104
PY	0.00122555755303493
FRG	0.006469609939830651
SGFYSG	0.0017856889214414211
PG_rich	0.004225687859229785
ELASTIN_LIKE	4.477345557824763e-05
FGxF	4.531836148946348e-05
R_plus_Y	0.07495138220289106
REP_RGG	0.0005375902493912354
AA_S	0.11565879044972929
AA_P	0.09782660383149618
AA_T	0.057210286408075774
AA_A	0.07691863520626359
AA_H	0.023568129451485027
AA_Q	0.05343356823443752
AA_N	0.031927487999169994
AA_G	0.07656600564577835
AA_R	0.060805131717330665
AA_C	0.014182069250023004
AA_D	0.04773190025338688
AA_E	0.08242144728805635
AA_F	0.019888986532762127
AA_I	0.02525593433555883
AA_K	0.059302596304615124
AA_L	0.07533087583672325
AA_M	0.01779204489943882
AA_V	0.04382456710244105
AA_W	0.00620868876766776
AA_Y	0.014146250485560407
acidic	0.13015334754144323
basic	0.12010772802194579
aliphatic	0.23912205738042555
polar_fraction	0.37254633743869897
chain_expanding	0.3480876793948852
aromatic	0.040243925785990294
disorder_promoting	0.7514430947906547
